source_url	local_path	status	detail
https://acrylicpros.com/wp-content/uploads/2024/06/120-s-gal-low-iron-glass-tank.jpg	images/products/120-s-gal-low-iron-glass-tank.jpg	ok	93287
https://acrylicpros.com/wp-content/uploads/2024/06/60-GAL-36x20x22-MARINE-AQUARIUM-BLACK-STAND-600x60-1.jpg	images/products/60-GAL-36x20x22-MARINE-AQUARIUM-BLACK-STAND-600x60-1.jpg	ok	46332
https://acrylicpros.com/wp-content/uploads/sb-instagram-feed-images/acrylic_pros_corp.webp	images/instagram/profile.jpg	ok	instagram profile
https://www.instagram.com/reel/DZkos3rAgZH/ (embed cover)	images/instagram/post-01.jpg	ok	instagram
https://www.instagram.com/reel/DY8CcnhyHgC/ (embed cover)	images/instagram/post-02.jpg	ok	instagram
https://www.instagram.com/reel/DViMUrMAOO5/ (embed cover)	images/instagram/post-03.jpg	ok	instagram
https://www.instagram.com/reel/DVS0A13AE9z/ (embed cover)	images/instagram/post-04.jpg	ok	instagram
https://www.instagram.com/reel/DVPx3NBAFNm/ (embed cover)	images/instagram/post-05.jpg	ok	instagram
https://www.instagram.com/reel/DVPwOhmgEOB/ (embed cover)	images/instagram/post-06.jpg	ok	instagram
https://www.instagram.com/reel/DOxp0VQgKg6/ (embed cover)	images/instagram/post-07.jpg	ok	instagram
https://www.instagram.com/reel/DNlkFwhyo6R/ (embed cover)	images/instagram/post-08.jpg	ok	instagram
https://www.instagram.com/reel/DNTO-mYxOyl/ (embed cover)	images/instagram/post-09.jpg	ok	instagram
https://www.instagram.com/reel/DNNNRVnu8K5/ (embed cover)	images/instagram/post-10.jpg	ok	instagram
https://www.instagram.com/reel/DNOiwy3S1pd/ (embed cover)	images/instagram/post-11.jpg	ok	instagram
https://www.instagram.com/reel/DNNJ9qeO7Af/ (embed cover)	images/instagram/post-12.jpg	ok	instagram
